,country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source,formatted_date
2218,Hungary,HU,2021-W42,national,HU,Hungary,14123.0,117843.0,9689010,1216.254292,11.98458967,TESSy COVID-19,2021-10-18
2219,Hungary,HU,2021-W43,national,HU,Hungary,24117.0,149453.0,9689010,1542.500214,16.1368457,TESSy COVID-19,2021-10-25
2220,Hungary,HU,2021-W44,national,HU,Hungary,35368.0,175672.0,9689010,1813.105777,20.13297509,TESSy COVID-19,2021-11-01
2221,Hungary,HU,2021-W45,national,HU,Hungary,50847.0,226935.0,9689010,2342.189759,22.40597528,TESSy COVID-19,2021-11-08
2222,Hungary,HU,2021-W46,national,HU,Hungary,64853.0,279344.0,9689010,2883.101576,23.2161779,TESSy COVID-19,2021-11-15
2223,Hungary,HU,2021-W47,national,HU,Hungary,71021.0,289125.0,9689010,2984.051002,24.56411587,TESSy COVID-19,2021-11-22
2224,Hungary,HU,2021-W48,national,HU,Hungary,60849.0,243304.0,9689010,2511.133748,25.00945319,TESSy COVID-19,2021-11-29
2225,Hungary,HU,2021-W49,national,HU,Hungary,41371.0,187183.0,9689010,1931.910484,22.10190028,TESSy COVID-19,2021-12-06
2226,Hungary,HU,2021-W50,national,HU,Hungary,29461.0,160508.0,9689010,1656.598559,18.35484836,TESSy COVID-19,2021-12-13
2227,Hungary,HU,2021-W51,national,HU,Hungary,16919.0,100519.0,9689010,1037.453775,16.83164377,TESSy COVID-19,2021-12-20
2228,Hungary,HU,2021-W52,national,HU,Hungary,16960.0,88632.0,9689010,914.7683819,19.13530102,TESSy COVID-19,2021-12-27
2229,Hungary,HU,2022-W01,national,HU,Hungary,35331.0,155158.0,9689010,1601.381359,22.77098184,TESSy COVID-19,2022-01-03
2230,Hungary,HU,2022-W02,national,HU,Hungary,50618.0,171607.0,9689010,1771.151026,29.49646576,TESSy COVID-19,2022-01-10
2231,Hungary,HU,2022-W03,national,HU,Hungary,93154.0,264407.0,9689010,2728.937219,35.23129115,TESSy COVID-19,2022-01-17
2232,Hungary,HU,2022-W04,national,HU,Hungary,112019.0,285989.0,9689010,2951.684434,39.16898902,TESSy COVID-19,2022-01-24
2233,Hungary,HU,2022-W05,national,HU,Hungary,97160.0,248785.0,9689010,2567.702995,39.05380148,TESSy COVID-19,2022-01-31
2234,Hungary,HU,2022-W06,national,HU,Hungary,66512.0,177862.0,9689010,1835.708705,37.39528398,TESSy COVID-19,2022-02-07
2235,Hungary,HU,2022-W07,national,HU,Hungary,42613.0,146742.0,9689010,1514.520059,29.03940249,TESSy COVID-19,2022-02-14
2236,Hungary,HU,2022-W08,national,HU,Hungary,27859.0,122175.0,9689010,1260.964743,22.80253734,TESSy COVID-19,2022-02-21
2237,Hungary,HU,2022-W09,national,HU,Hungary,18354.0,93942.0,9689010,969.5727427,19.53758702,TESSy COVID-19,2022-02-28
2238,Hungary,HU,2022-W10,national,HU,Hungary,12530.0,76120.0,9689010,785.6323814,16.46085129,TESSy COVID-19,2022-03-07
2239,Hungary,HU,2022-W11,national,HU,Hungary,11500.0,63379.0,9689010,654.1328784,18.14481137,TESSy COVID-19,2022-03-14
2240,Hungary,HU,2022-W12,national,HU,Hungary,14652.0,72092.0,9689010,744.0595066,20.32403041,TESSy COVID-19,2022-03-21
2241,Hungary,HU,2022-W13,national,HU,Hungary,14053.0,67491.0,9689010,696.5727149,20.82203553,TESSy COVID-19,2022-03-28
2242,Hungary,HU,2022-W14,national,HU,Hungary,14031.0,77069.0,9689010,795.4269838,18.20576367,TESSy COVID-19,2022-04-04
2243,Hungary,HU,2022-W15,national,HU,Hungary,11547.0,52188.0,9689010,538.6308818,22.12577604,TESSy COVID-19,2022-04-11
2244,Hungary,HU,2022-W16,national,HU,Hungary,10067.0,41960.0,9689010,433.0679811,23.99189704,TESSy COVID-19,2022-04-18
2245,Hungary,HU,2022-W17,national,HU,Hungary,8920.0,40246.0,9689010,415.3778353,22.16369329,TESSy COVID-19,2022-04-25
2246,Hungary,HU,2022-W18,national,HU,Hungary,6748.0,39094.0,9689010,403.4880757,17.26096076,TESSy COVID-19,2022-05-02
2247,Hungary,HU,2022-W19,national,HU,Hungary,4749.0,33482.0,9689010,345.5667813,14.18374052,TESSy COVID-19,2022-05-09
2248,Hungary,HU,2022-W20,national,HU,Hungary,3080.0,28973.0,9689010,299.029519,10.6305871,TESSy COVID-19,2022-05-16
2249,Hungary,HU,2022-W21,national,HU,Hungary,2063.0,23437.0,9689010,241.8926185,8.802321116,TESSy COVID-19,2022-05-23
2250,Hungary,HU,2022-W22,national,HU,Hungary,1646.0,18853.0,9689010,194.5812833,8.730705988,TESSy COVID-19,2022-05-30
2251,Hungary,HU,2022-W23,national,HU,Hungary,1636.0,15475.0,9689010,159.7170402,10.57189015,TESSy COVID-19,2022-06-06
2252,Hungary,HU,2022-W24,national,HU,Hungary,1961.0,14892.0,9689010,153.6999136,13.16814397,TESSy COVID-19,2022-06-13
2253,Hungary,HU,2022-W25,national,HU,Hungary,3042.0,14334.0,9689010,147.9408113,21.22226873,TESSy COVID-19,2022-06-20
2254,Hungary,HU,2022-W26,national,HU,Hungary,4663.0,13434.0,9689010,138.6519366,34.71043621,TESSy COVID-19,2022-06-27
2255,Hungary,HU,2022-W27,national,HU,Hungary,8036.0,16748.0,9689010,172.8556375,47.98184858,TESSy COVID-19,2022-07-04
2256,Hungary,HU,2022-W28,national,HU,Hungary,10255.0,20000.0,9689010,206.4194381,51.275,TESSy COVID-19,2022-07-11
2257,Hungary,HU,2022-W29,national,HU,Hungary,14402.0,,9689010,,,,2022-07-18
2258,Hungary,HU,2022-W30,national,HU,Hungary,21840.0,58489.0,9689010,603.6633258,37.3403546,TESSy COVID-19,2022-07-25
2259,Hungary,HU,2022-W31,national,HU,Hungary,18078.0,30604.0,9689010,315.8630242,59.07070971,TESSy COVID-19,2022-08-01
2260,Hungary,HU,2022-W32,national,HU,Hungary,16249.0,29432.0,9689010,303.7668451,55.20861647,TESSy COVID-19,2022-08-08
2261,Hungary,HU,2022-W33,national,HU,Hungary,14742.0,25768.0,9689010,265.9508041,57.21049364,TESSy COVID-19,2022-08-15
2262,Hungary,HU,2022-W34,national,HU,Hungary,12157.0,25991.0,9689010,268.2523808,46.77388327,TESSy COVID-19,2022-08-22
2263,Hungary,HU,2022-W35,national,HU,Hungary,10300.0,23058.0,9689010,237.9809702,44.6699627,TESSy COVID-19,2022-08-29
2264,Hungary,HU,2022-W36,national,HU,Hungary,11598.0,26953.0,9689010,278.1811558,43.03046043,TESSy COVID-19,2022-09-05
2265,Hungary,HU,2022-W37,national,HU,Hungary,12307.0,32723.0,9689010,337.7331637,37.60963237,TESSy COVID-19,2022-09-12
2266,Hungary,HU,2022-W38,national,HU,Hungary,11392.0,30961.0,9689010,319.5476112,36.79467717,TESSy COVID-19,2022-09-19
2267,Hungary,HU,2022-W39,national,HU,Hungary,13765.0,32231.0,9689010,332.6552455,42.70733145,TESSy COVID-19,2022-09-26
2268,Hungary,HU,2022-W40,national,HU,Hungary,12636.0,26294.0,9689010,271.3796353,48.05659086,TESSy COVID-19,2022-10-03
2269,Hungary,HU,2022-W41,national,HU,Hungary,11947.0,24347.0,9689010,251.284703,49.06970058,TESSy COVID-19,2022-10-10
2270,Hungary,HU,2022-W42,national,HU,Hungary,9023.0,22157.0,9689010,228.6817745,40.72302207,TESSy COVID-19,2022-10-17
2271,Hungary,HU,2022-W43,national,HU,Hungary,7495.0,19600.0,9689010,202.2910493,38.23979592,TESSy COVID-19,2022-10-24
2272,Hungary,HU,2022-W44,national,HU,Hungary,4556.0,13147.0,9689010,135.6898176,34.65429376,TESSy COVID-19,2022-10-31
2273,Hungary,HU,2022-W45,national,HU,Hungary,4431.0,16747.0,9689010,172.8453165,26.45847017,TESSy COVID-19,2022-11-07
2274,Hungary,HU,2022-W46,national,HU,Hungary,4098.0,16074.0,9689010,165.8993024,25.49458753,TESSy COVID-19,2022-11-14
2275,Hungary,HU,2022-W47,national,HU,Hungary,4259.0,13710.0,9689010,141.5005248,31.06491612,TESSy COVID-19,2022-11-21
2276,Hungary,HU,2022-W48,national,HU,Hungary,4704.0,14784.0,9689010,152.5852486,31.81818182,TESSy COVID-19,2022-11-28
2277,Hungary,HU,2022-W49,national,HU,Hungary,5193.0,14162.0,9689010,146.1656041,36.66854964,TESSy COVID-19,2022-12-05
2278,Hungary,HU,2022-W50,national,HU,Hungary,5170.0,13872.0,9689010,143.1725223,37.26931949,TESSy COVID-19,2022-12-12
2279,Hungary,HU,2022-W51,national,HU,Hungary,4397.0,12307.0,9689010,127.0202012,35.72763468,TESSy COVID-19,2022-12-19
2280,Hungary,HU,2022-W52,national,HU,Hungary,2921.0,8290.0,9689010,85.56085709,35.23522316,TESSy COVID-19,2022-12-26
2281,Hungary,HU,2023-W01,national,HU,Hungary,1596.0,14244.0,9689010,147.0119238,11.20471778,TESSy COVID-19,2023-01-02
2282,Hungary,HU,2023-W02,national,HU,Hungary,866.0,13116.0,9689010,135.3698675,6.602622751,TESSy COVID-19,2023-01-09
2283,Hungary,HU,2023-W03,national,HU,Hungary,627.0,13641.0,9689010,140.7883778,4.596437211,TESSy COVID-19,2023-01-16
2284,Hungary,HU,2023-W04,national,HU,Hungary,621.0,12815.0,9689010,132.263255,4.84588373,TESSy COVID-19,2023-01-23
2285,Hungary,HU,2023-W05,national,HU,Hungary,825.0,11901.0,9689010,122.8298866,6.932190572,TESSy COVID-19,2023-01-30
2286,Hungary,HU,2023-W06,national,HU,Hungary,830.0,11846.0,9689010,122.2622332,7.006584501,TESSy COVID-19,2023-02-06
2287,Hungary,HU,2023-W07,national,HU,Hungary,867.0,11987.0,9689010,123.7174902,7.232835572,TESSy COVID-19,2023-02-13
2288,Hungary,HU,2023-W08,national,HU,Hungary,957.0,11848.0,9689010,122.2828751,8.077312627,TESSy COVID-19,2023-02-20
2289,Hungary,HU,2023-W09,national,HU,Hungary,878.0,10616.0,9689010,109.5674377,8.270535041,TESSy COVID-19,2023-02-27
2290,Hungary,HU,2023-W10,national,HU,Hungary,1016.0,11858.0,9689010,122.3860849,8.568055321,TESSy COVID-19,2023-03-06
2291,Hungary,HU,2023-W11,national,HU,Hungary,641.0,9002.0,9689010,92.90938909,7.120639858,TESSy COVID-19,2023-03-13
2292,Hungary,HU,2023-W12,national,HU,Hungary,685.0,10495.0,9689010,108.3186001,6.52691758,TESSy COVID-19,2023-03-20
2293,Hungary,HU,2023-W13,national,HU,Hungary,618.0,9810.0,9689010,101.2487344,6.29969419,TESSy COVID-19,2023-03-27
2294,Hungary,HU,2023-W14,national,HU,Hungary,447.0,6932.0,9689010,71.54497725,6.448355453,TESSy COVID-19,2023-04-03
2295,Hungary,HU,2023-W15,national,HU,Hungary,528.0,8577.0,9689010,88.52297603,6.155998601,TESSy COVID-19,2023-04-10
2296,Hungary,HU,2023-W16,national,HU,Hungary,616.0,8040.0,9689010,82.98061412,7.661691542,TESSy COVID-19,2023-04-17
2297,Hungary,HU,2023-W17,national,HU,Hungary,469.0,6528.0,9689010,67.3753046,7.184436275,TESSy COVID-19,2023-04-24
2298,Hungary,HU,2023-W18,national,HU,Hungary,355.0,4414.0,9689010,45.55676999,8.042591754,TESSy COVID-19,2023-05-01
2299,Hungary,HU,2023-W19,national,HU,Hungary,312.0,3878.0,9689010,40.02472905,8.045384219,TESSy COVID-19,2023-05-08
2300,Hungary,HU,2023-W20,national,HU,Hungary,225.0,2878.0,9689010,29.70375714,7.817929117,TESSy COVID-19,2023-05-15
2301,Iceland,IS,2020-W01,national,IS,Iceland,,,376248,,,,2020-01-06
2302,Iceland,IS,2020-W02,national,IS,Iceland,,,376248,,,,2020-01-13
2303,Iceland,IS,2020-W03,national,IS,Iceland,,,376248,,,,2020-01-20
2304,Iceland,IS,2020-W04,national,IS,Iceland,,,376248,,,,2020-01-27
2305,Iceland,IS,2020-W05,national,IS,Iceland,,,376248,,,,2020-02-03
2306,Iceland,IS,2020-W06,national,IS,Iceland,15.0,,376248,,,,2020-02-10
2307,Iceland,IS,2020-W07,national,IS,Iceland,,,376248,,,,2020-02-17
2308,Iceland,IS,2020-W08,national,IS,Iceland,,,376248,,,,2020-02-24
2309,Iceland,IS,2020-W09,national,IS,Iceland,7.0,,376248,,,,2020-03-02
2310,Iceland,IS,2020-W10,national,IS,Iceland,53.0,,376248,,,,2020-03-09
2311,Iceland,IS,2020-W11,national,IS,Iceland,117.0,,376248,,,,2020-03-16
2312,Iceland,IS,2020-W12,national,IS,Iceland,461.0,,376248,,,,2020-03-23
2313,Iceland,IS,2020-W13,national,IS,Iceland,509.0,,376248,,,,2020-03-30
2314,Iceland,IS,2020-W14,national,IS,Iceland,440.0,,376248,,,,2020-04-06
2315,Iceland,IS,2020-W15,national,IS,Iceland,135.0,,376248,,,,2020-04-13
2316,Iceland,IS,2020-W16,national,IS,Iceland,53.0,,376248,,,,2020-04-20
2317,Iceland,IS,2020-W17,national,IS,Iceland,16.0,,376248,,,,2020-04-27
2318,Iceland,IS,2020-W18,national,IS,Iceland,7.0,,376248,,,,2020-05-04
2319,Iceland,IS,2020-W19,national,IS,Iceland,2.0,,376248,,,,2020-05-11
2320,Iceland,IS,2020-W20,national,IS,Iceland,1.0,,376248,,,,2020-05-18
2321,Iceland,IS,2020-W21,national,IS,Iceland,2.0,,376248,,,,2020-05-25
2322,Iceland,IS,2020-W22,national,IS,Iceland,2.0,,376248,,,,2020-06-01
2323,Iceland,IS,2020-W23,national,IS,Iceland,1.0,,376248,,,,2020-06-08
2324,Iceland,IS,2020-W24,national,IS,Iceland,2.0,,376248,,,,2020-06-15
2325,Iceland,IS,2020-W25,national,IS,Iceland,5.0,,376248,,,,2020-06-22
2326,Iceland,IS,2020-W26,national,IS,Iceland,6.0,,376248,,,,2020-06-29
2327,Iceland,IS,2020-W27,national,IS,Iceland,9.0,,376248,,,,2020-07-06
2328,Iceland,IS,2020-W28,national,IS,Iceland,3.0,,376248,,,,2020-07-13
2329,Iceland,IS,2020-W29,national,IS,Iceland,6.0,,376248,,,,2020-07-20
2330,Iceland,IS,2020-W30,national,IS,Iceland,16.0,,376248,,,,2020-07-27
2331,Iceland,IS,2020-W31,national,IS,Iceland,59.0,,376248,,,,2020-08-03
2332,Iceland,IS,2020-W32,national,IS,Iceland,47.0,,376248,,,,2020-08-10
2333,Iceland,IS,2020-W33,national,IS,Iceland,54.0,,376248,,,,2020-08-17
2334,Iceland,IS,2020-W34,national,IS,Iceland,55.0,,376248,,,,2020-08-24
2335,Iceland,IS,2020-W35,national,IS,Iceland,41.0,,376248,,,,2020-08-31
2336,Iceland,IS,2020-W36,national,IS,Iceland,32.0,,376248,,,,2020-09-07
2337,Iceland,IS,2020-W37,national,IS,Iceland,25.0,,376248,,,,2020-09-14
2338,Iceland,IS,2020-W38,national,IS,Iceland,212.0,,376248,,,,2020-09-21
2339,Iceland,IS,2020-W39,national,IS,Iceland,280.0,,376248,,,,2020-09-28
2340,Iceland,IS,2020-W40,national,IS,Iceland,321.0,14175.0,376248,3767.461887,2.264550265,TESSy COVID-19,2020-10-05
2341,Iceland,IS,2020-W41,national,IS,Iceland,603.0,21127.0,376248,5615.17935,2.854167653,TESSy COVID-19,2020-10-12
2342,Iceland,IS,2020-W42,national,IS,Iceland,532.0,13780.0,376248,3662.47794,3.860667634,TESSy COVID-19,2020-10-19
2343,Iceland,IS,2020-W43,national,IS,Iceland,397.0,10411.0,376248,2767.057898,3.813274421,TESSy COVID-19,2020-10-26
2344,Iceland,IS,2020-W44,national,IS,Iceland,408.0,12691.0,376248,3373.041186,3.214876684,TESSy COVID-19,2020-11-02
2345,Iceland,IS,2020-W45,national,IS,Iceland,174.0,9613.0,376248,2554.963747,1.810048892,TESSy COVID-19,2020-11-09
2346,Iceland,IS,2020-W46,national,IS,Iceland,108.0,8190.0,376248,2176.755757,1.318681319,TESSy COVID-19,2020-11-16
2347,Iceland,IS,2020-W47,national,IS,Iceland,80.0,7025.0,376248,1867.119559,1.138790036,TESSy COVID-19,2020-11-23
2348,Iceland,IS,2020-W48,national,IS,Iceland,107.0,7276.0,376248,1933.830878,1.470588235,TESSy COVID-19,2020-11-30
2349,Iceland,IS,2020-W49,national,IS,Iceland,105.0,9406.0,376248,2499.946844,1.116308739,TESSy COVID-19,2020-12-07
2350,Iceland,IS,2020-W50,national,IS,Iceland,64.0,9183.0,376248,2440.677426,0.696939998,TESSy COVID-19,2020-12-14
2351,Iceland,IS,2020-W51,national,IS,Iceland,89.0,12654.0,376248,3363.207246,0.703334914,TESSy COVID-19,2020-12-21
2352,Iceland,IS,2020-W52,national,IS,Iceland,82.0,10137.0,376248,2694.233591,0.808917826,TESSy COVID-19,2020-12-28
2353,Iceland,IS,2020-W53,national,IS,Iceland,73.0,9186.0,376248,2441.474772,0.794687568,TESSy COVID-19,2021-01-04
2354,Iceland,IS,2021-W01,national,IS,Iceland,102.0,11129.0,376248,2957.889477,0.916524396,TESSy COVID-19,2021-01-04
2355,Iceland,IS,2021-W02,national,IS,Iceland,70.0,9664.0,376248,2568.518637,0.724337748,TESSy COVID-19,2021-01-11
2356,Iceland,IS,2021-W03,national,IS,Iceland,19.0,7239.0,376248,1923.996938,0.262467192,TESSy COVID-19,2021-01-18
2357,Iceland,IS,2021-W04,national,IS,Iceland,22.0,8406.0,376248,2234.1647,0.261717821,TESSy COVID-19,2021-01-25
2358,Iceland,IS,2021-W05,national,IS,Iceland,12.0,7051.0,376248,1874.029895,0.170188626,TESSy COVID-19,2021-02-01
2359,Iceland,IS,2021-W06,national,IS,Iceland,15.0,6062.0,376248,1611.171355,0.247443088,TESSy COVID-19,2021-02-08
2360,Iceland,IS,2021-W07,national,IS,Iceland,10.0,5545.0,376248,1473.761987,0.180342651,TESSy COVID-19,2021-02-15
2361,Iceland,IS,2021-W08,national,IS,Iceland,10.0,5422.0,376248,1441.070783,0.184433788,TESSy COVID-19,2021-02-22
2362,Iceland,IS,2021-W09,national,IS,Iceland,11.0,4854.0,376248,1290.106525,0.226617223,TESSy COVID-19,2021-03-01
2363,Iceland,IS,2021-W10,national,IS,Iceland,19.0,9560.0,376248,2540.877294,0.19874477,TESSy COVID-19,2021-03-08
2364,Iceland,IS,2021-W11,national,IS,Iceland,38.0,7064.0,376248,1877.485063,0.537938845,TESSy COVID-19,2021-03-15
2365,Iceland,IS,2021-W12,national,IS,Iceland,61.0,15255.0,376248,4054.506602,0.399868895,TESSy COVID-19,2021-03-22
2366,Iceland,IS,2021-W13,national,IS,Iceland,50.0,12502.0,376248,3322.80836,0.39993601,TESSy COVID-19,2021-03-29
2367,Iceland,IS,2021-W14,national,IS,Iceland,34.0,11529.0,376248,3064.202335,0.294908492,TESSy COVID-19,2021-04-05
2368,Iceland,IS,2021-W15,national,IS,Iceland,62.0,10246.0,376248,2723.203844,0.605114191,TESSy COVID-19,2021-04-12
2369,Iceland,IS,2021-W16,national,IS,Iceland,65.0,18402.0,376248,4890.923008,0.353222476,TESSy COVID-19,2021-04-19
2370,Iceland,IS,2021-W17,national,IS,Iceland,54.0,14029.0,376248,3728.657694,0.384916958,TESSy COVID-19,2021-04-26
2371,Iceland,IS,2021-W18,national,IS,Iceland,35.0,12865.0,376248,3419.287279,0.272055966,TESSy COVID-19,2021-05-03
2372,Iceland,IS,2021-W19,national,IS,Iceland,30.0,13770.0,376248,3659.820119,0.217864924,TESSy COVID-19,2021-05-10
2373,Iceland,IS,2021-W20,national,IS,Iceland,7.0,16136.0,376248,4288.660671,0.043381259,TESSy COVID-19,2021-05-17
2374,Iceland,IS,2021-W21,national,IS,Iceland,30.0,18932.0,376248,5031.787544,0.158461864,TESSy COVID-19,2021-05-24
2375,Iceland,IS,2021-W22,national,IS,Iceland,28.0,22594.0,376248,6005.081755,0.123926706,TESSy COVID-19,2021-05-31
2376,Iceland,IS,2021-W23,national,IS,Iceland,11.0,23782.0,376248,6320.830941,0.046253469,TESSy COVID-19,2021-06-07
2377,Iceland,IS,2021-W24,national,IS,Iceland,10.0,25978.0,376248,6904.488529,0.03849411,TESSy COVID-19,2021-06-14
2378,Iceland,IS,2021-W25,national,IS,Iceland,17.0,22663.0,376248,6023.420723,0.075012134,TESSy COVID-19,2021-06-21
2379,Iceland,IS,2021-W26,national,IS,Iceland,16.0,18484.0,376248,4912.717144,0.08656135,TESSy COVID-19,2021-06-28
2380,Iceland,IS,2021-W27,national,IS,Iceland,25.0,12319.0,376248,3274.170228,0.20293855,TESSy COVID-19,2021-07-05
2381,Iceland,IS,2021-W28,national,IS,Iceland,99.0,14115.0,376248,3751.514958,0.701381509,TESSy COVID-19,2021-07-12
2382,Iceland,IS,2021-W29,national,IS,Iceland,519.0,23920.0,376248,6357.508877,2.169732441,TESSy COVID-19,2021-07-19
2383,Iceland,IS,2021-W30,national,IS,Iceland,815.0,31585.0,376248,8394.729009,2.580338768,TESSy COVID-19,2021-07-26
2384,Iceland,IS,2021-W31,national,IS,Iceland,776.0,27256.0,376248,7244.158108,2.847079542,TESSy COVID-19,2021-08-02
2385,Iceland,IS,2021-W32,national,IS,Iceland,680.0,23115.0,376248,6143.554251,2.941812676,TESSy COVID-19,2021-08-09
2386,Iceland,IS,2021-W33,national,IS,Iceland,605.0,27598.0,376248,7335.055602,2.19218784,TESSy COVID-19,2021-08-16
2387,Iceland,IS,2021-W34,national,IS,Iceland,525.0,19851.0,376248,5276.041334,2.644703038,TESSy COVID-19,2021-08-23
2388,Iceland,IS,2021-W35,national,IS,Iceland,355.0,25790.0,376248,6854.521486,1.37650252,TESSy COVID-19,2021-08-30
2389,Iceland,IS,2021-W36,national,IS,Iceland,219.0,19543.0,376248,5194.180434,1.120605844,TESSy COVID-19,2021-09-06
2390,Iceland,IS,2021-W37,national,IS,Iceland,189.0,17734.0,376248,4713.380536,1.065749408,TESSy COVID-19,2021-09-13
2391,Iceland,IS,2021-W38,national,IS,Iceland,251.0,17356.0,376248,4612.914886,1.446185757,TESSy COVID-19,2021-09-20
2392,Iceland,IS,2021-W39,national,IS,Iceland,235.0,18744.0,376248,4981.820501,1.253734528,TESSy COVID-19,2021-09-27
2393,Iceland,IS,2021-W40,national,IS,Iceland,285.0,17763.0,376248,4721.088218,1.604458706,TESSy COVID-19,2021-10-04
2394,Iceland,IS,2021-W41,national,IS,Iceland,373.0,17323.0,376248,4604.144075,2.153206719,TESSy COVID-19,2021-10-11
2395,Iceland,IS,2021-W42,national,IS,Iceland,525.0,19043.0,376248,5061.289362,2.756918553,TESSy COVID-19,2021-10-18
2396,Iceland,IS,2021-W43,national,IS,Iceland,601.0,22998.0,376248,6112.457741,2.613270719,TESSy COVID-19,2021-10-25
2397,Iceland,IS,2021-W44,national,IS,Iceland,827.0,23514.0,376248,6249.601327,3.51705367,TESSy COVID-19,2021-11-01
2398,Iceland,IS,2021-W45,national,IS,Iceland,1175.0,27974.0,376248,7434.989688,4.200328877,TESSy COVID-19,2021-11-08
2399,Iceland,IS,2021-W46,national,IS,Iceland,1058.0,25511.0,376248,6780.368268,4.147230606,TESSy COVID-19,2021-11-15
2400,Iceland,IS,2021-W47,national,IS,Iceland,975.0,23500.0,376248,6245.880377,4.14893617,TESSy COVID-19,2021-11-22
2401,Iceland,IS,2021-W48,national,IS,Iceland,868.0,21354.0,376248,5675.511896,4.064812213,TESSy COVID-19,2021-11-29
2402,Iceland,IS,2021-W49,national,IS,Iceland,901.0,24051.0,376248,6392.326338,3.746205979,TESSy COVID-19,2021-12-06
2403,Iceland,IS,2021-W50,national,IS,Iceland,1352.0,26355.0,376248,7004.688397,5.129956365,TESSy COVID-19,2021-12-13
2404,Iceland,IS,2021-W51,national,IS,Iceland,3319.0,30743.0,376248,8170.940444,10.79595355,TESSy COVID-19,2021-12-20
2405,Iceland,IS,2021-W52,national,IS,Iceland,6853.0,46465.0,376248,12349.56731,14.74873561,TESSy COVID-19,2021-12-27
2406,Iceland,IS,2022-W01,national,IS,Iceland,8921.0,55964.0,376248,14874.23189,15.94060467,TESSy COVID-19,2022-01-03
2407,Iceland,IS,2022-W02,national,IS,Iceland,131.0,552.0,376248,146.7117433,23.73188406,TESSy COVID-19,2022-01-10
2408,Iceland,IS,2022-W03,national,IS,Iceland,9874.0,62641.0,376248,16648.85926,15.76283904,TESSy COVID-19,2022-01-17
2409,Iceland,IS,2022-W04,national,IS,Iceland,9188.0,51902.0,376248,13794.62482,17.70259335,TESSy COVID-19,2022-01-24
2410,Iceland,IS,2022-W05,national,IS,Iceland,10475.0,50123.0,376248,13321.79839,20.89858947,TESSy COVID-19,2022-01-31
2411,Iceland,IS,2022-W06,national,IS,Iceland,13792.0,44458.0,376248,11816.14254,31.02253813,TESSy COVID-19,2022-02-07
2412,Iceland,IS,2022-W07,national,IS,Iceland,17366.0,43589.0,376248,11585.17786,39.84032669,TESSy COVID-19,2022-02-14
2413,Iceland,IS,2022-W08,national,IS,Iceland,13322.0,47874.0,376248,12724.05435,27.8272131,TESSy COVID-19,2022-02-21
2414,Iceland,IS,2022-W09,national,IS,Iceland,16895.0,36505.0,376248,9702.377155,46.28133132,TESSy COVID-19,2022-02-28
2415,Iceland,IS,2022-W10,national,IS,Iceland,19640.0,35644.0,376248,9473.53873,55.10043766,TESSy COVID-19,2022-03-07
2416,Iceland,IS,2022-W11,national,IS,Iceland,13313.0,27305.0,376248,7257.181434,48.75663798,TESSy COVID-19,2022-03-14
2417,Iceland,IS,2022-W12,national,IS,Iceland,7342.0,18945.0,376248,5035.242712,38.75428873,TESSy COVID-19,2022-03-21
2418,Iceland,IS,2022-W13,national,IS,Iceland,3024.0,5693.0,376248,1513.097744,53.11786404,TESSy COVID-19,2022-03-28
2419,Iceland,IS,2022-W14,national,IS,Iceland,1622.0,6929.0,376248,1841.604474,23.40886131,TESSy COVID-19,2022-04-04
2420,Iceland,IS,2022-W15,national,IS,Iceland,875.0,6770.0,376248,1799.345113,12.92466765,TESSy COVID-19,2022-04-11
2421,Iceland,IS,2022-W16,national,IS,Iceland,866.0,6609.0,376248,1756.554188,13.10334392,TESSy COVID-19,2022-04-18
2422,Iceland,IS,2022-W17,national,IS,Iceland,551.0,4283.0,376248,1138.344921,12.86481438,TESSy COVID-19,2022-04-25
2423,Iceland,IS,2022-W18,national,IS,Iceland,451.0,4613.0,376248,1226.053029,9.776717971,TESSy COVID-19,2022-05-02
2424,Iceland,IS,2022-W19,national,IS,Iceland,778.0,5436.0,376248,1444.791733,14.31199411,TESSy COVID-19,2022-05-09
2425,Iceland,IS,2022-W20,national,IS,Iceland,863.0,2235.0,376248,594.0230912,38.61297539,TESSy COVID-19,2022-05-16
2426,Iceland,IS,2022-W21,national,IS,Iceland,809.0,8008.0,376248,2128.383407,10.1023976,TESSy COVID-19,2022-05-23
2427,Iceland,IS,2022-W22,national,IS,Iceland,1159.0,8068.0,376248,2144.330335,14.36539415,TESSy COVID-19,2022-05-30
2428,Iceland,IS,2022-W23,national,IS,Iceland,1412.0,9293.0,376248,2469.913461,15.19423222,TESSy COVID-19,2022-06-06
2429,Iceland,IS,2022-W24,national,IS,Iceland,1535.0,2825.0,376248,750.8345559,54.33628319,TESSy COVID-19,2022-06-13
2430,Iceland,IS,2022-W25,national,IS,Iceland,2409.0,3494.0,376248,928.6428101,68.94676588,TESSy COVID-19,2022-06-20
2431,Iceland,IS,2022-W26,national,IS,Iceland,3196.0,5033.0,376248,1337.681529,63.5008941,TESSy COVID-19,2022-06-27
2432,Iceland,IS,2022-W27,national,IS,Iceland,3196.0,4393.0,376248,1167.580957,72.75210562,TESSy COVID-19,2022-07-04
2433,Iceland,IS,2022-W28,national,IS,Iceland,2338.0,3700.0,376248,983.3939317,63.18918919,TESSy COVID-19,2022-07-11
